11.073881600,1,0,0
11.073883820,0,0,0
11.073885600,1,0,0
11.073887820,0,0,0
11.073889620,1,0,0
11.073891840,0,0,0
11.073893640,1,0,0
11.073895840,0,0,0
11.073897660,1,0,0
11.073899860,0,0,0
11.073901680,1,0,0
11.073903680,1,1,0
11.073919940,0,1,0
11.073919980,0,0,0
11.073921740,1,0,0
11.073923980,0,0,0
11.073925760,1,0,0
11.073928000,0,0,0
11.073929780,1,0,0
11.073932000,0,0,0
11.073933800,1,0,0
11.073936020,0,0,0
11.073937820,1,0,0
11.073940020,0,0,0
11.073941820,1,0,0
11.073944040,0,0,0
11.073945840,1,0,0
11.073948060,0,0,0
11.073949860,1,0,0
11.073951860,1,1,0
11.073956280,1,1,1
11.073996300,0,1,1
11.073998040,1,1,1
11.074000260,0,1,1
11.074000300,0,0,1
11.074002060,1,0,1
11.074004300,0,0,1
11.074006080,1,0,1
11.074008300,0,0,1
11.074010080,1,0,1
11.074012320,0,0,1
11.074014100,1,0,1
11.074016320,0,0,1
11.074018120,1,0,1
11.074020340,0,0,1
11.074022140,1,0,1
11.074024360,0,0,1
11.074026160,1,0,1
11.074028160,1,1,1
11.074131640,1,1,0
11.074139120,1,1,1
11.090321220,1,1,0
11.090356080,0,1,0
11.090357820,1,1,0
11.090360040,0,1,0
11.090360080,0,0,0
11.090361840,1,0,0
11.090364080,0,0,0
11.090365860,1,0,0
11.090368100,0,0,0
11.090369880,1,0,0
11.090372100,0,0,0
11.090373900,1,0,0
11.090376100,0,0,0
11.090377900,1,0,0
11.090380120,0,0,0
11.090381920,1,0,0
11.090384140,0,0,0
11.090385940,1,0,0
11.090387940,1,1,0
11.090424300,0,1,0
11.090424340,0,0,0
11.090426080,1,0,0
11.090428120,1,1,0
11.090428360,0,1,0
11.090430100,1,1,0
11.090432320,0,1,0
11.090432340,0,0,0
11.090434120,1,0,0
11.090436360,0,0,0
11.090438140,1,0,0
11.090440360,0,0,0
11.090442160,1,0,0
11.090444380,0,0,0
11.090446180,1,0,0
11.090448200,1,1,0
11.090448420,0,1,0
11.090450180,1,1,0
11.090452360,0,1,0
11.090452380,0,0,0
11.090454200,1,0,0
11.090456220,1,1,0
11.090480520,0,1,0
11.090480540,0,0,0
11.090482300,1,0,0
11.090484560,0,0,0
11.090486320,1,0,0
11.090488560,0,0,0
11.090490340,1,0,0
11.090492580,0,0,0
11.090494360,1,0,0
11.090496580,0,0,0
11.090498380,1,0,0
11.090500600,0,0,0
11.090502400,1,0,0
11.090504600,0,0,0
11.090506400,1,0,0
11.090508620,0,0,0
11.090510420,1,0,0
11.090512420,1,1,0
11.090528700,0,1,0
11.090528740,0,0,0
11.090530500,1,0,0
11.090532740,0,0,0
11.090534520,1,0,0
11.090536740,0,0,0
11.090538540,1,0,0
11.090540760,0,0,0
11.090542540,1,0,0
11.090544760,0,0,0
11.090546560,1,0,0
11.090548780,0,0,0
11.090550580,1,0,0
11.090552800,0,0,0
11.090554600,1,0,0
11.090556800,0,0,0
11.090558620,1,0,0
11.090560620,1,1,0
11.090572860,0,1,0
11.090572900,0,0,0
11.090574680,1,0,0
11.090576900,0,0,0
11.090578680,1,0,0
11.090580920,0,0,0
11.090582700,1,0,0
11.090584920,0,0,0
11.090586720,1,0,0
11.090588940,0,0,0
11.090590740,1,0,0
11.090592940,0,0,0
11.090594760,1,0,0
11.090596960,0,0,0
11.090598780,1,0,0
11.090600980,0,0,0
11.090602780,1,0,0
11.090604800,1,1,0
11.090609560,1,1,1
11.090649220,0,1,1
11.090650960,1,1,1
11.090653180,0,1,1
11.090653220,0,0,1
11.090654980,1,0,1
11.090657220,0,0,1
11.090659000,1,0,1
11.090661220,0,0,1
11.090663020,1,0,1
11.090665240,0,0,1
11.090667040,1,0,1
11.090669240,0,0,1
11.090671040,1,0,1
11.090673260,0,0,1
11.090675060,1,0,1
11.090677280,0,0,1
11.090679080,1,0,1
11.090681080,1,1,1
11.090785040,1,1,0
11.090792400,1,1,1
11.105148020,1,1,1
